asset,part_id,registry_id,part_name,variant,category,group,grid,size_cells_WxHxD,dims_m_WxHxD,tier,art_set,complexity,mass_kg,hp,power_kw,recipe,lod0_tris,lod1_tris,lod2_tris,lod3_tris,build_stages,collision_max_hulls,texture_strategy,texel_density_px_m,mount_faces,airtight_faces,sockets,moving_parts,emissive,debris_set,blend_path,export_path,status,owner,notes
SM_STR_ArmorInvertedCorner2x1Tip_Heavy_LG,STR-011,block.structure.armor_inverted_corner_2x1_tip,Armor Inverted Corner 2×1 Tip,Heavy,STR,Armor,LG,1×1×1,2.50x2.50x2.50,T2,IND,S,1914,3767,0,steel_plate:87; metal_grid:29,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,back bottom left right,front back left right top bottom,,,,S,assets/parts/structure/SM_STR_ArmorInvertedCorner2x1Tip_Heavy_LG.blend,export/parts/structure/SM_STR_ArmorInvertedCorner2x1Tip_Heavy_LG.fbx,Not started,,Inverted corner matching the 2×1 slope angle (tip half). Deformation: vertex-shader dents driven by the damage texture; no separate damaged mesh.
SM_STR_ArmorInvertedCorner2x1Tip_Heavy_SG,STR-011,block.structure.armor_inverted_corner_2x1_tip,Armor Inverted Corner 2×1 Tip,Heavy,STR,Armor,SG,1×1×1,0.50x0.50x0.50,T2,IND,S,79,152,0,steel_plate:3; metal_grid:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,back bottom left right,front back left right top bottom,,,,XS,assets/parts/structure/SM_STR_ArmorInvertedCorner2x1Tip_Heavy_SG.blend,export/parts/structure/SM_STR_ArmorInvertedCorner2x1Tip_Heavy_SG.fbx,Not started,,Inverted corner matching the 2×1 slope angle (tip half). Deformation: vertex-shader dents driven by the damage texture; no separate damaged mesh.
SM_STR_ArmorRoundSlope_Light_LG,STR-012,block.structure.armor_round_slope,Armor Round Slope,Light,STR,Armor,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,300,900,0,steel_plate:15,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,back bottom left right,front back left right top bottom,,,,S,assets/parts/structure/SM_STR_ArmorRoundSlope_Light_LG.blend,export/parts/structure/SM_STR_ArmorRoundSlope_Light_LG.fbx,Not started,,"Quarter-cylinder profile, 8 segments at LOD0 (4 at LOD2). Normals must match Round Corner exactly. Deformation: vertex-shader dents driven by the damage texture; no separate damaged mesh."
SM_STR_ArmorRoundSlope_Light_SG,STR-012,block.structure.armor_round_slope,Armor Round Slope,Light,STR,Armor,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,12,36,0,steel_plate:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,back bottom left right,front back left right top bottom,,,,XS,assets/parts/structure/SM_STR_ArmorRoundSlope_Light_SG.blend,export/parts/structure/SM_STR_ArmorRoundSlope_Light_SG.fbx,Not started,,"Quarter-cylinder profile, 8 segments at LOD0 (4 at LOD2). Normals must match Round Corner exactly. Deformation: vertex-shader dents driven by the damage texture; no separate damaged mesh."
SM_STR_ArmorRoundSlope_Heavy_LG,STR-012,block.structure.armor_round_slope,Armor Round Slope,Heavy,STR,Armor,LG,1×1×1,2.50x2.50x2.50,T2,IND,S,1980,3897,0,steel_plate:90; metal_grid:30,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,back bottom left right,front back left right top bottom,,,,S,assets/parts/structure/SM_STR_ArmorRoundSlope_Heavy_LG.blend,export/parts/structure/SM_STR_ArmorRoundSlope_Heavy_LG.fbx,Not started,,"Quarter-cylinder profile, 8 segments at LOD0 (4 at LOD2). Normals must match Round Corner exactly. Deformation: vertex-shader dents driven by the damage texture; no separate damaged mesh."
SM_STR_ArmorRoundSlope_Heavy_SG,STR-012,block.structure.armor_round_slope,Armor Round Slope,Heavy,STR,Armor,SG,1×1×1,0.50x0.50x0.50,T2,IND,S,79,156,0,steel_plate:3; metal_grid:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,back bottom left right,front back left right top bottom,,,,XS,assets/parts/structure/SM_STR_ArmorRoundSlope_Heavy_SG.blend,export/parts/structure/SM_STR_ArmorRoundSlope_Heavy_SG.fbx,Not started,,"Quarter-cylinder profile, 8 segments at LOD0 (4 at LOD2). Normals must match Round Corner exactly. Deformation: vertex-shader dents driven by the damage texture; no separate damaged mesh."
SM_STR_ArmorRoundCorner_Light_LG,STR-013,block.structure.armor_round_corner,Armor Round Corner,Light,STR,Armor,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,150,450,0,steel_plate:8,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,back bottom right,front back left right top bottom,,,,S,assets/parts/structure/SM_STR_ArmorRoundCorner_Light_LG.blend,export/parts/structure/SM_STR_ArmorRoundCorner_Light_LG.fbx,Not started,,Eighth-sphere-style corner for Round Slopes. 8×8 segments LOD0. Deformation: vertex-shader dents driven by the damage texture; no separate damaged mesh.
SM_STR_ArmorRoundCorner_Light_SG,STR-013,block.structure.armor_round_corner,Armor Round Corner,Light,STR,Armor,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,6.0,18,0,steel_plate:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,back bottom right,front back left right top bottom,,,,XS,assets/parts/structure/SM_STR_ArmorRoundCorner_Light_SG.blend,export/parts/structure/SM_STR_ArmorRoundCorner_Light_SG.fbx,Not started,,Eighth-sphere-style corner for Round Slopes. 8×8 segments LOD0. Deformation: vertex-shader dents driven by the damage texture; no separate damaged mesh.
SM_STR_ArmorRoundCorner_Heavy_LG,STR-013,block.structure.armor_round_corner,Armor Round Corner,Heavy,STR,Armor,LG,1×1×1,2.50x2.50x2.50,T2,IND,S,990,1948,0,steel_plate:45; metal_grid:15,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,back bottom right,front back left right top bottom,,,,S,assets/parts/structure/SM_STR_ArmorRoundCorner_Heavy_LG.blend,export/parts/structure/SM_STR_ArmorRoundCorner_Heavy_LG.fbx,Not started,,Eighth-sphere-style corner for Round Slopes. 8×8 segments LOD0. Deformation: vertex-shader dents driven by the damage texture; no separate damaged mesh.
SM_STR_ArmorRoundCorner_Heavy_SG,STR-013,block.structure.armor_round_corner,Armor Round Corner,Heavy,STR,Armor,SG,1×1×1,0.50x0.50x0.50,T2,IND,S,40,78,0,steel_plate:2; metal_grid:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,back bottom right,front back left right top bottom,,,,XS,assets/parts/structure/SM_STR_ArmorRoundCorner_Heavy_SG.blend,export/parts/structure/SM_STR_ArmorRoundCorner_Heavy_SG.fbx,Not started,,Eighth-sphere-style corner for Round Slopes. 8×8 segments LOD0. Deformation: vertex-shader dents driven by the damage texture; no separate damaged mesh.
SM_STR_ArmorRoundInvertedCorner_Light_LG,STR-014,block.structure.armor_round_inverted_corner,Armor Round Inverted Corner,Light,STR,Armor,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,425,1275,0,steel_plate:21,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,front back left right top bottom,front back left right top bottom,,,,S,assets/parts/structure/SM_STR_ArmorRoundInvertedCorner_Light_LG.blend,export/parts/structure/SM_STR_ArmorRoundInvertedCorner_Light_LG.fbx,Not started,,Concave rounded corner. Custom split normals so it shades seamlessly against Round Slopes. Deformation: vertex-shader dents driven by the damage texture; no separate damaged mesh.
SM_STR_ArmorRoundInvertedCorner_Light_SG,STR-014,block.structure.armor_round_inverted_corner,Armor Round Inverted Corner,Light,STR,Armor,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,17,51,0,steel_plate:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,front back left right top bottom,front back left right top bottom,,,,XS,assets/parts/structure/SM_STR_ArmorRoundInvertedCorner_Light_SG.blend,export/parts/structure/SM_STR_ArmorRoundInvertedCorner_Light_SG.fbx,Not started,,Concave rounded corner. Custom split normals so it shades seamlessly against Round Slopes. Deformation: vertex-shader dents driven by the damage texture; no separate damaged mesh.
SM_STR_ArmorRoundInvertedCorner_Heavy_LG,STR-014,block.structure.armor_round_inverted_corner,Armor Round Inverted Corner,Heavy,STR,Armor,LG,1×1×1,2.50x2.50x2.50,T2,IND,S,2805,5521,0,steel_plate:128; metal_grid:42,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,front back left right top bottom,front back left right top bottom,,,,S,assets/parts/structure/SM_STR_ArmorRoundInvertedCorner_Heavy_LG.blend,export/parts/structure/SM_STR_ArmorRoundInvertedCorner_Heavy_LG.fbx,Not started,,Concave rounded corner. Custom split normals so it shades seamlessly against Round Slopes. Deformation: vertex-shader dents driven by the damage texture; no separate damaged mesh.
SM_STR_ArmorRoundInvertedCorner_Heavy_SG,STR-014,block.structure.armor_round_inverted_corner,Armor Round Inverted Corner,Heavy,STR,Armor,SG,1×1×1,0.50x0.50x0.50,T2,IND,S,112,221,0,steel_plate:4; metal_grid:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,front back left right top bottom,front back left right top bottom,,,,XS,assets/parts/structure/SM_STR_ArmorRoundInvertedCorner_Heavy_SG.blend,export/parts/structure/SM_STR_ArmorRoundInvertedCorner_Heavy_SG.fbx,Not started,,Concave rounded corner. Custom split normals so it shades seamlessly against Round Slopes. Deformation: vertex-shader dents driven by the damage texture; no separate damaged mesh.
SM_STR_ArmorPanel_Light_LG,STR-015,block.structure.armor_panel,Armor Panel,Light,STR,Armor,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,50,150,0,steel_plate:2,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,back,back,,,,S,assets/parts/structure/SM_STR_ArmorPanel_Light_LG.blend,export/parts/structure/SM_STR_ArmorPanel_Light_LG.fbx,Not started,,0.25 m (LG) / 0.05 m (SG) plate on the back face. Used for thin walls and cosmetic hull skins. Both sides textured. Deformation: vertex-shader dents driven by the damage texture; no separate damaged mesh.
SM_STR_ArmorPanel_Light_SG,STR-015,block.structure.armor_panel,Armor Panel,Light,STR,Armor,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,2.0,6,0,steel_plate:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,back,back,,,,XS,assets/parts/structure/SM_STR_ArmorPanel_Light_SG.blend,export/parts/structure/SM_STR_ArmorPanel_Light_SG.fbx,Not started,,0.25 m (LG) / 0.05 m (SG) plate on the back face. Used for thin walls and cosmetic hull skins. Both sides textured. Deformation: vertex-shader dents driven by the damage texture; no separate damaged mesh.
SM_STR_ArmorPanel_Heavy_LG,STR-015,block.structure.armor_panel,Armor Panel,Heavy,STR,Armor,LG,1×1×1,2.50x2.50x2.50,T2,IND,S,330,650,0,steel_plate:15; metal_grid:5,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,back,back,,,,S,assets/parts/structure/SM_STR_ArmorPanel_Heavy_LG.blend,export/parts/structure/SM_STR_ArmorPanel_Heavy_LG.fbx,Not started,,0.25 m (LG) / 0.05 m (SG) plate on the back face. Used for thin walls and cosmetic hull skins. Both sides textured. Deformation: vertex-shader dents driven by the damage texture; no separate damaged mesh.
SM_STR_ArmorPanel_Heavy_SG,STR-015,block.structure.armor_panel,Armor Panel,Heavy,STR,Armor,SG,1×1×1,0.50x0.50x0.50,T2,IND,S,13,26,0,steel_plate:1; metal_grid:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,back,back,,,,XS,assets/parts/structure/SM_STR_ArmorPanel_Heavy_SG.blend,export/parts/structure/SM_STR_ArmorPanel_Heavy_SG.fbx,Not started,,0.25 m (LG) / 0.05 m (SG) plate on the back face. Used for thin walls and cosmetic hull skins. Both sides textured. Deformation: vertex-shader dents driven by the damage texture; no separate damaged mesh.
SM_STR_ArmorPanelSlope_Light_LG,STR-016,block.structure.armor_panel_slope,Armor Panel Slope,Light,STR,Armor,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,60,180,0,steel_plate:3,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,back bottom,,,,,S,assets/parts/structure/SM_STR_ArmorPanelSlope_Light_LG.blend,export/parts/structure/SM_STR_ArmorPanelSlope_Light_LG.fbx,Not started,,Thin plate along the 45° diagonal. Pairs with Panel for lightweight sloped hulls. Deformation: vertex-shader dents driven by the damage texture; no separate damaged mesh.
SM_STR_ArmorPanelSlope_Light_SG,STR-016,block.structure.armor_panel_slope,Armor Panel Slope,Light,STR,Armor,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,2.0,7,0,steel_plate:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,back bottom,,,,,XS,assets/parts/structure/SM_STR_ArmorPanelSlope_Light_SG.blend,export/parts/structure/SM_STR_ArmorPanelSlope_Light_SG.fbx,Not started,,Thin plate along the 45° diagonal. Pairs with Panel for lightweight sloped hulls. Deformation: vertex-shader dents driven by the damage texture; no separate damaged mesh.
SM_STR_ArmorPanelSlope_Heavy_LG,STR-016,block.structure.armor_panel_slope,Armor Panel Slope,Heavy,STR,Armor,LG,1×1×1,2.50x2.50x2.50,T2,IND,S,396,779,0,steel_plate:18; metal_grid:6,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,back bottom,,,,,S,assets/parts/structure/SM_STR_ArmorPanelSlope_Heavy_LG.blend,export/parts/structure/SM_STR_ArmorPanelSlope_Heavy_LG.fbx,Not started,,Thin plate along the 45° diagonal. Pairs with Panel for lightweight sloped hulls. Deformation: vertex-shader dents driven by the damage texture; no separate damaged mesh.
SM_STR_ArmorPanelSlope_Heavy_SG,STR-016,block.structure.armor_panel_slope,Armor Panel Slope,Heavy,STR,Armor,SG,1×1×1,0.50x0.50x0.50,T2,IND,S,13,30,0,steel_plate:1; metal_grid:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,back bottom,,,,,XS,assets/parts/structure/SM_STR_ArmorPanelSlope_Heavy_SG.blend,export/parts/structure/SM_STR_ArmorPanelSlope_Heavy_SG.fbx,Not started,,Thin plate along the 45° diagonal. Pairs with Panel for lightweight sloped hulls. Deformation: vertex-shader dents driven by the damage texture; no separate damaged mesh.
SM_STR_ScrapWall_ASheetAndSigns_LG,STR-017,block.structure.scrap_wall,Scrap Wall,A Sheet & Signs,STR,Survivor Structure,LG,1×1×1,2.50x2.50x2.50,T0,SCR,M,350,700,0,scrap_metal:20; duct_tape:2,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,front back left right top bottom,,,,,S,assets/parts/structure/SM_STR_ScrapWall_ASheetAndSigns_LG.blend,export/parts/structure/SM_STR_ScrapWall_ASheetAndSigns_LG.fbx,Not started,,"Four visual variants that must tile with each other in any order. Real gaps (not painted): 3–6 slits per face so floodlight shafts show through at night. Decals: Kestrel logo, road signs, spray-painted tally marks."
SM_STR_ScrapWall_BCarDoors_LG,STR-017,block.structure.scrap_wall,Scrap Wall,B Car Doors,STR,Survivor Structure,LG,1×1×1,2.50x2.50x2.50,T0,SCR,M,350,700,0,scrap_metal:20; duct_tape:2,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,front back left right top bottom,,,,,S,assets/parts/structure/SM_STR_ScrapWall_BCarDoors_LG.blend,export/parts/structure/SM_STR_ScrapWall_BCarDoors_LG.fbx,Not started,,"Four visual variants that must tile with each other in any order. Real gaps (not painted): 3–6 slits per face so floodlight shafts show through at night. Decals: Kestrel logo, road signs, spray-painted tally marks."
SM_STR_ScrapWall_CCorrugated_LG,STR-017,block.structure.scrap_wall,Scrap Wall,C Corrugated,STR,Survivor Structure,LG,1×1×1,2.50x2.50x2.50,T0,SCR,M,350,700,0,scrap_metal:20; duct_tape:2,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,front back left right top bottom,,,,,S,assets/parts/structure/SM_STR_ScrapWall_CCorrugated_LG.blend,export/parts/structure/SM_STR_ScrapWall_CCorrugated_LG.fbx,Not started,,"Four visual variants that must tile with each other in any order. Real gaps (not painted): 3–6 slits per face so floodlight shafts show through at night. Decals: Kestrel logo, road signs, spray-painted tally marks."
SM_STR_ScrapWall_DPlywoodAndRebar_LG,STR-017,block.structure.scrap_wall,Scrap Wall,D Plywood & Rebar,STR,Survivor Structure,LG,1×1×1,2.50x2.50x2.50,T0,SCR,M,350,700,0,scrap_metal:20; duct_tape:2,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,front back left right top bottom,,,,,S,assets/parts/structure/SM_STR_ScrapWall_DPlywoodAndRebar_LG.blend,export/parts/structure/SM_STR_ScrapWall_DPlywoodAndRebar_LG.fbx,Not started,,"Four visual variants that must tile with each other in any order. Real gaps (not painted): 3–6 slits per face so floodlight shafts show through at night. Decals: Kestrel logo, road signs, spray-painted tally marks."
SM_STR_FoundationBlock_LG,STR-018,block.structure.foundation_block,Foundation Block,,STR,Base Structure,LG,1×1×1,2.50x2.50x2.50,T1,IND,M,9000,8000,0,steel_plate:10; construction_component:10; girder:8,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,front back left right top bottom,front back left right top bottom,,,,S,assets/parts/structure/SM_STR_FoundationBlock_LG.blend,export/parts/structure/SM_STR_FoundationBlock_LG.fbx,Not started,,Concrete-and-rebar look. Includes a 1.25 m skirt below the cell that clips into terrain (excluded from collision). Vertex-color mask for a dirt blend on the lower 40%.
SM_STR_StructuralPillar_LG,STR-019,block.structure.structural_pillar,Structural Pillar,,STR,Base Structure,LG,1×1×1,2.50x2.50x2.50,T1,IND,M,2400,5000,0,girder:12; steel_plate:20; construction_component:6,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,top bottom left right front back,,,,,S,assets/parts/structure/SM_STR_StructuralPillar_LG.blend,export/parts/structure/SM_STR_StructuralPillar_LG.fbx,Not started,,Square core column with diagonal bracing and bolted top/bottom flanges. Material parameter 'StressState' (0–1) drives green → amber → red paint marks for the Structural View.
SM_STR_IBeam_1Cell_LG,STR-020,block.structure.i_beam,I-Beam,1 Cell,STR,Frame,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,600,1800,0,girder:6; steel_plate:4,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,front back bottom,,,,,S,assets/parts/structure/SM_STR_IBeam_1Cell_LG.blend,export/parts/structure/SM_STR_IBeam_1Cell_LG.fbx,Not started,,"Beam runs along the depth axis (front–back). Flange holes as geometry at LOD0, normal map at LOD1+."
SM_STR_IBeam_1Cell_SG,STR-020,block.structure.i_beam,I-Beam,1 Cell,STR,Frame,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,30,90,0,girder:1; steel_plate:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,front back bottom,,,,,XS,assets/parts/structure/SM_STR_IBeam_1Cell_SG.blend,export/parts/structure/SM_STR_IBeam_1Cell_SG.fbx,Not started,,"Beam runs along the depth axis (front–back). Flange holes as geometry at LOD0, normal map at LOD1+."
SM_STR_IBeam_3Cells_LG,STR-020,block.structure.i_beam,I-Beam,3 Cells,STR,Frame,LG,1×1×3,2.50x2.50x7.50,T1,IND,S,1800,5400,0,girder:18; steel_plate:12,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,front back bottom,,,,,M,assets/parts/structure/SM_STR_IBeam_3Cells_LG.blend,export/parts/structure/SM_STR_IBeam_3Cells_LG.fbx,Not started,,"Beam runs along the depth axis (front–back). Flange holes as geometry at LOD0, normal map at LOD1+."
